Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,Last Reboot,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Kubernetes Admission Control Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,Kubernetes Cluster ID,Kubernetes Server Git Version,Kubernetes Server Version,RFM,Linux Sensor Mode,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
LOFT-M3462,2023-08-28T19:40:28Z,2023-08-28T19:40:28Z,Mac,Monterey (12),21C52,,21.2.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
Changes pending","General-Sensor-Mac
Changes pending",No policy,No policy,711405a4adc542b39ae98baf72acd946,,,,187.72.41.41,,,,normal,591594,C02G50GXMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-CWB-W1074,2023-10-04T00:14:16Z,2022-12-15T18:26:45Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.2965,Aspire A515-54,Acer,Workstation,Laptop,2023-09-27T14:18:01Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
15 Dec 22 19:02 UTC","General-Sensor-Windows
29 Aug 23 14:43 UTC",No policy,No policy,f2e0c4e02207409a974201d877e10add,10.220.100.9,10.0.0.179,10.0.0.1,191.245.84.68,,00-09-0f-aa-00-01,a4-63-a1-73-ba-6a,normal,526060,NXHQMAL00B129025E09Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3554,2023-10-04T19:47:42Z,2023-07-06T14:56:06Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
13 Sep 23 18:52 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac
19 Sep 23 15:08 UTC",No policy,No policy,3d2f873cb9d14a69accf837a7d68bcc9,192.168.0.110,54.215.176.108,,179.209.195.207,,88-66-5a-15-6a-65,,normal,591594,C02F64E2MD6P,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-M3173,2023-10-04T19:52:00Z,2023-08-30T15:22:06Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 19:01 UTC","General-Response-Mac
30 Aug 23 15:22 UTC","General-Sensor-Mac
19 Sep 23 14:42 UTC",No policy,No policy,26a6738d24a14de6a79194df67ad5a1d,192.168.0.14,54.215.176.108,,186.204.59.119,,bc-d0-74-56-76-4d,,normal,4294967295,H5KWMHG1X9,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-M2004,2023-10-04T19:58:40Z,2023-07-06T14:54:58Z,Mac,Monterey (12),21G816,,21.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
26 Sep 23 19:56 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac
26 Sep 23 19:59 UTC",No policy,No policy,5bb7f47313d54e5ca7179fe7c9e698e7,192.168.0.109,54.215.176.108,,179.209.47.24,,3c-22-fb-4c-d9-b5,,normal,591594,C02CDAH9MD6M,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-CWB-W1260,2023-10-04T19:59:53Z,2023-01-11T23:03:08Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1105,Inspiron 15 5510,Dell Inc.,Workstation,Laptop,2023-09-29T12:03:13Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
11 Jan 23 23:07 UTC","General-Sensor-Windows
29 Aug 23 14:49 UTC",No policy,No policy,9a3dc06a42564fb89775410473b0f421,10.111.140.72,10.111.140.72,10.111.140.1,187.72.41.41,,00-d7-6d-52-33-ed,00-d7-6d-52-33-ed,normal,526018,1CD31N3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6302,2023-10-04T15:46:46Z,2023-04-26T17:04:30Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-30T12:04:13Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
26 Apr 23 17:06 UTC","General-Sensor-Windows
29 Aug 23 15:14 UTC",No policy,No policy,58a1bee849ae4a0fa65360e2356203e7,192.168.0.10,192.168.0.10,192.168.0.1,187.22.130.204,,00-d7-6d-5c-69-21,00-d7-6d-5c-69-21,normal,526017,H69VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1158,2023-09-14T14:20:36Z,2022-11-30T15:03:58Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-28T10:20:59Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
12 Dec 22 20:45 UTC","General-Sensor-Windows
29 Aug 23 15:02 UTC",No policy,No policy,cad6128a58f3483bba3447e70e945bbf,10.111.140.180,10.111.140.180,10.111.140.1,201.66.43.21,,c4-23-60-cc-c8-79,c4-23-60-cc-c8-79,normal,526060,NXHQMAL00T14907AC59Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1212,2023-10-04T20:02:02Z,2023-03-21T21:04:40Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1702,Aspire 515-54,Acer,Workstation,Laptop,2023-10-04T11:29:58Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
29 Mar 23 14:20 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,ab92a36d99b3484186e7914e93ecd32a,10.111.140.79,10.111.140.79,10.111.140.1,200.170.190.57,,a4-63-a1-6c-d4-49,a4-63-a1-6c-d4-49,normal,526060,NXHQMAL00B118032D89Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3680,2023-08-30T17:42:10Z,2022-10-19T21:00:44Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1992,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-07-26T20:24:18Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:43 UTC","General-Response-Windows
09 Mar 23 13:42 UTC","General-Sensor-Windows
30 Aug 23 17:42 UTC",No policy,No policy,84e7abac232d4a188c2055f73bcb55c0,10.10.50.41,10.10.251.100,10.10.251.1,187.72.41.41,,00-d7-6d-2a-b9-94,f4-ee-08-a9-dc-8d,normal,526017,6MGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3459,2023-10-04T19:43:01Z,2022-11-01T13:40:04Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-03T11:59:04Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
30 Nov 22 18:40 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,1a2ee366774f48aa98b24335b6d0b495,10.111.141.12,10.111.141.12,10.111.140.1,200.170.190.57,,00-d7-6d-10-ac-fc,00-d7-6d-10-ac-fc,normal,526017,BMZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W0240,2023-10-04T20:04:27Z,2023-06-30T22:09:34Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3490,Dell Inc.,Workstation,Laptop,2023-10-04T17:53:10Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
30 Jun 23 22:11 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,01f6356b162f4390b5ca08178c786909,10.111.140.81,10.111.140.81,10.111.140.1,200.170.190.57,,10-5b-ad-fb-50-23,10-5b-ad-fb-50-23,normal,526058,88J34W2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPM-3551,2023-10-04T19:59:19Z,2022-11-09T17:59:12Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
13 Sep 23 18:53 UTC","General-Response-Mac
09 Nov 22 18:01 UTC","General-Sensor-Mac
19 Sep 23 15:00 UTC",No policy,No policy,986437b917c248dca395fb5ac779bd27,192.168.100.6,54.215.176.108,,189.73.182.243,,14-7d-da-e3-7d-44,,normal,591594,C02F20Q1MD6M,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-W6367,2023-10-04T20:03:33Z,2023-02-01T15:54:29Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-04T13:11:21Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
01 Feb 23 15:56 UTC","General-Sensor-Windows
29 Aug 23 14:33 UTC",No policy,No policy,8e57e11b83a147f18afba5f06756c693,192.168.0.105,192.168.0.105,192.168.0.1,179.97.233.141,,00-d7-6d-5f-ae-83,00-d7-6d-5f-ae-83,normal,526017,HYJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W0894,2023-10-04T19:51:34Z,2023-05-11T19:30:29Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3400,Dell Inc.,Workstation,Laptop,2023-10-04T10:19:55Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
11 May 23 19:33 UTC","General-Sensor-Windows
29 Aug 23 20:40 UTC",No policy,No policy,6e30bd5495e2452592d2ddbaa8f7fb7e,10.220.100.6,10.111.100.37,10.111.100.1,200.170.190.57,,00-09-0f-aa-00-01,8c-04-ba-fc-6d-6b,normal,526060,B6GCK03,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W0687,2023-10-04T19:51:36Z,2023-05-11T20:24:02Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3490,Dell Inc.,Workstation,Laptop,2023-08-24T22:34:13Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
24 Aug 23 22:39 UTC","General-Sensor-Windows
29 Aug 23 14:33 UTC",No policy,No policy,bfbd6d08c644498696f17218f4f52113,10.111.100.31,10.111.100.31,192.168.0.1,200.170.190.57,,88-6f-d4-fd-33-79,b0-68-e6-3a-a9-4d,normal,526058,3ZS27Z2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W2723,2023-10-04T19:51:43Z,2023-08-10T17:53:01Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2215,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-25T12:01:15Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 11:32 UTC","General-Response-Windows
10 Aug 23 17:54 UTC","General-Sensor-Windows
30 Aug 23 13:54 UTC",No policy,No policy,259b3202a12942118b5b602997f029b1,10.111.100.127,10.111.100.127,10.111.100.1,200.170.190.57,,8c-47-be-25-a3-02,8c-47-be-25-a3-02,normal,526060,83LGB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6021,2023-10-04T19:52:01Z,2022-12-15T18:07:55Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-23T06:27:38Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
10 Jan 23 21:54 UTC","General-Sensor-Windows
29 Aug 23 16:57 UTC",No policy,No policy,5b7f7041591f44b39922a89bf478363c,192.168.0.10,192.168.0.10,192.168.0.1,179.208.172.170,,00-d7-6d-5c-40-13,00-d7-6d-5c-40-13,normal,526017,G19VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6402,2023-10-04T20:02:19Z,2023-08-22T12:56:12Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-20T04:05:16Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
22 Aug 23 12:57 UTC","General-Sensor-Windows
29 Aug 23 14:46 UTC",No policy,No policy,02d483e0e7bd49ecb27e71f913ead7c1,192.168.10.4,192.168.10.4,192.168.10.1,177.152.86.76,,00-d7-6d-5c-68-c2,00-d7-6d-5c-68-c2,normal,526017,BMJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M2310,2023-09-28T18:49:10Z,2023-09-28T18:49:08Z,Mac,Monterey (12),21G83,,21.6.0,"MacBookPro15,4",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
28 Sep 23 18:50 UTC","General-Response-Mac
28 Sep 23 18:50 UTC","General-Sensor-Mac
Changes pending",No policy,No policy,3239d4a7c6e8466381451edaec55d311,,,,187.72.41.41,,,,normal,526058,FVFC46VFL40Y,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
NMH-W0046,2023-09-25T15:39:23Z,2023-01-05T11:50:24Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-25T14:10:40Z,,,"General-Prevention-Windows-Workstation
15 Sep 23 13:10 UTC","General-Response-Windows
08 Mar 23 15:49 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,993022b71e2c436dae785b60e0526837,192.168.0.117,192.168.0.117,192.168.0.1,168.232.177.192,,70-cf-49-e5-ff-e7,70-cf-49-e5-ff-e7,normal,526060,834J8F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3084,2023-10-04T20:03:35Z,2023-08-22T20:23:32Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
22 Sep 23 13:48 UTC","General-Response-Mac
22 Aug 23 20:25 UTC","General-Sensor-Mac
22 Sep 23 13:48 UTC",No policy,No policy,dde817bf04c34848976e17143beeded8,100.127.100.1,54.215.176.108,,132.255.59.138,,b0-de-28-53-ae-a5,,normal,4294967295,YG69K075VJ,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-M3113,2023-10-04T20:03:38Z,2023-07-06T14:54:58Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:52 UTC","General-Response-Mac
06 Jul 23 14:57 UTC","General-Sensor-Mac
19 Sep 23 14:41 UTC",No policy,No policy,2aec602b5a194cebaaf0b7057ec4e5da,192.168.5.133,,,191.204.194.165,,bc-d0-74-3f-ef-02,,normal,4294967295,DXWHW0K4HW,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-W2334,2023-10-04T20:06:54Z,2023-01-17T17:35:57Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-10-04T12:29:44Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
17 Jan 23 17:40 UTC","General-Sensor-Windows
29 Aug 23 15:20 UTC",No policy,No policy,bc20a02e386545c6bb88ca01491ab710,192.168.0.115,192.168.0.115,192.168.0.1,179.209.103.53,,90-cc-df-43-1b-10,90-cc-df-43-1b-10,normal,526060,G0LGB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3703,2023-10-04T19:58:31Z,2023-07-07T16:29:02Z,Mac,Monterey (12),21G726,,21.6.0,"MacBookPro17,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:50 UTC","General-Response-Mac
07 Jul 23 16:30 UTC","General-Sensor-Mac
19 Sep 23 14:41 UTC",No policy,No policy,50b9c84a839d44e9b40608ada9fe62bc,192.168.5.179,52.8.45.162,,86.7.239.242,,b0-be-83-53-3d-32,,normal,4294967295,C02GWH81Q05D,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-W3223,2023-10-04T19:54:48Z,2022-12-21T19:58:50Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-03T14:38:40Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
22 Dec 22 12:07 UTC","General-Sensor-Windows
29 Aug 23 14:46 UTC",No policy,No policy,e69af7d27de646efb396f341a5352fb2,192.168.0.103,192.168.0.103,192.168.0.1,177.133.210.155,,00-d7-6d-12-e9-59,00-d7-6d-12-e9-59,normal,526017,JJBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M1376,2023-10-04T19:49:37Z,2023-08-16T20:16:58Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
13 Sep 23 18:52 UTC","General-Response-Mac
16 Aug 23 20:20 UTC","General-Sensor-Mac
19 Sep 23 14:41 UTC",No policy,No policy,96cac6036b8f45cdac21fa5a6fb0652c,192.168.0.144,54.215.176.108,,189.4.79.213,,14-7d-da-41-a7-b9,,normal,591594,C02DX1H3MD6P,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-JVL-W0893,2023-10-04T19:56:29Z,2022-11-17T18:59:29Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Aspire A515-54,Acer,Workstation,Laptop,2023-10-04T17:52:44Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
30 Nov 22 18:39 UTC","General-Sensor-Windows
29 Aug 23 16:41 UTC",No policy,No policy,4652cfbaa9fb4fc8b93d5a8c17194774,192.168.100.42,192.168.100.42,192.168.100.1,200.225.189.201,,70-69-79-a0-fb-a1,70-69-79-a0-fb-a1,normal,526060,NXHQMAL00V1380035A9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPW-3643,2023-10-04T19:38:18Z,2022-06-01T13:01:33Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-20T05:31:39Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 12:19 UTC","General-Response-Windows
31 May 23 08:35 UTC","General-Sensor-Windows
29 Aug 23 15:07 UTC",No policy,No policy,4804b49c6f754e72a3e9b0fa55e638b0,10.10.140.118,10.10.140.118,10.10.140.1,189.62.47.153,,00-d7-6d-25-89-33,00-d7-6d-25-89-33,normal,526017,38GRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-WSALALOFT,2023-10-04T18:26:13Z,2023-09-14T11:42:10Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2361,OptiPlex 3070,Dell Inc.,Workstation,Desktop,2023-09-29T13:31:39Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 11:43 UTC","General-Response-Windows
14 Sep 23 11:43 UTC","General-Sensor-Windows
14 Sep 23 11:46 UTC",No policy,No policy,033aa4de9ca04f09b34bcb62f35a74d8,10.111.100.21,10.111.100.21,10.111.100.1,200.170.190.57,,d0-94-66-bd-73-13,d0-94-66-bd-73-13,normal,591594,GWJTZ23,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W2393,2023-09-29T18:39:51Z,2021-12-10T20:17:20Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,20RBS7J600,LENOVO,Workstation,Laptop,2023-09-29T12:48:22Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
19 Jun 23 18:19 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,44703f8bf8ce4b0c93c5fd243d96e807,192.168.1.146,192.168.1.146,192.168.1.254,201.50.32.153,,8c-8d-28-39-32-80,8c-8d-28-39-32-80,normal,526060,PE06W2BM,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6098,2023-10-04T19:50:20Z,2023-08-08T19:13:18Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-20T23:40:31Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
08 Aug 23 19:14 UTC","General-Sensor-Windows
29 Aug 23 15:09 UTC",No policy,No policy,86bad27ead334ef8b7df42ff08070052,10.10.140.66,10.10.140.66,10.10.140.1,177.115.57.247,,00-d7-6d-5f-ba-40,00-d7-6d-5f-ba-40,normal,526017,27KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3677,2023-10-04T20:06:10Z,2023-07-06T14:55:06Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro17,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:53 UTC","General-Response-Mac
06 Jul 23 14:57 UTC","General-Sensor-Mac-teste
11 Sep 23 19:41 UTC",No policy,No policy,f4fce0a44b714369bf8b5b4914637730,100.127.100.1,54.215.176.108,,200.165.7.121,,b0-be-83-4a-db-db,,normal,4294967295,C02GWHRZQ05D,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado,VALIDAR ATUALIZACAO - APPLE M1"
CP-CWB-W0630,2023-10-04T00:54:12Z,2022-12-15T18:30:55Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.2283,Aspire A315-56,Acer,Workstation,Laptop,2023-09-19T10:53:43Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
15 Dec 22 19:06 UTC","General-Sensor-Windows
29 Aug 23 14:37 UTC",No policy,No policy,9dd51b3373e64b1785c4d24dc2288eb0,192.168.15.2,192.168.15.2,192.168.15.1,177.68.217.180,,44-af-28-04-de-e5,44-af-28-04-de-e5,normal,460517,NXHV1AL00E1034BE299501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
cp-graylog-server,2023-10-04T20:05:59Z,2023-01-23T22:05:34Z,Linux,Ubuntu 20.04,,,5.15.0-1041-aws,c5.2xlarge,Amazon EC2,Server,Other,,,,"General-Prevention-Linux
04 Jul 23 15:45 UTC","General-Response-Linux
23 Jan 23 22:51 UTC","General-Sensor-Linux
03 Feb 23 00:51 UTC",No policy,No policy,88382289b520477394e7fed916e4b364,172.32.73.153,172.32.73.153,172.32.64.1,44.202.202.170,,02-4e-87-82-2d-67,02-4e-87-82-2d-67,normal,329303,ec22e5e9-1cf1-c832-ff0b-77acfd1d0ed9,6.41.13804.0,,AWS_EC2_V2,629948353967,i-0a70f878a902a3e79,us-east-1a,,,,yes,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Linux"
LOFT-SPW-0234,2023-09-20T12:34:39Z,2021-08-24T19:19:56Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3490,Dell Inc.,Workstation,Laptop,2023-09-20T12:07:03Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
24 Aug 21 19:20 UTC","General-Sensor-Windows
29 Aug 23 15:02 UTC",No policy,No policy,ab6b4f92af1f42708bdd2330055ac940,192.168.0.51,192.168.0.51,192.168.0.1,189.4.77.24,,10-5b-ad-fb-57-03,10-5b-ad-fb-57-03,normal,526058,87R54W2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
